district,municipality,age_group,pop
7333,7333049,50-65,159
7333,7333050,50-65,75
7333,7333051,50-65,121
7333,7333053,50-65,38
7333,7333054,50-65,267
7333,7333055,50-65,63
7333,7333056,50-65,130
7333,7333057,50-65,205
7333,7333058,50-65,118
7333,7333060,50-65,463
7333,7333061,50-65,71
7333,7333062,50-65,54
7333,7333064,50-65,129
7333,7333065,50-65,109
7333,7333066,50-65,85
7333,7333067,50-65,72
7333,7333068,50-65,34
7333,7333069,50-65,110
7333,7333071,50-65,291
7333,7333072,50-65,24
7333,7333073,50-65,41
7333,7333074,50-65,48
7333,7333075,50-65,199
7333,7333076,50-65,150
7333,7333077,50-65,33
7333,7333078,50-65,64
7333,7333079,50-65,53
7333,7333080,50-65,127
7333,7333081,50-65,125
7333,7333083,50-65,39
7333,7333084,50-65,52
7333,7333201,50-65,55
7333,7333202,50-65,24
7333,7333203,50-65,43
7333,7333501,50-65,343
7333,7333502,50-65,1414
7333,7333503,50-65,1103
7334,7334001,50-65,2161
7334,7334002,50-65,537
7334,7334004,50-65,200
7334,7334005,50-65,449
7334,7334006,50-65,305
7334,7334007,50-65,4248
7334,7334008,50-65,1392
7334,7334009,50-65,711
7334,7334011,50-65,629
7334,7334012,50-65,1795
7334,7334013,50-65,2102
7334,7334014,50-65,250
7334,7334015,50-65,516
7334,7334016,50-65,680
7334,7334017,50-65,1395
7334,7334018,50-65,805
7334,7334020,50-65,420
7334,7334021,50-65,658
7334,7334022,50-65,496
7334,7334023,50-65,488
7334,7334024,50-65,1278
7334,7334025,50-65,2077
7334,7334027,50-65,184
7334,7334028,50-65,707
7334,7334030,50-65,495
7334,7334031,50-65,52
7334,7334032,50-65,409
7334,7334033,50-65,471
7334,7334034,50-65,258
7334,7334036,50-65,519
7334,7334501,50-65,4111
7335,7335002,50-65,541
7335,7335003,50-65,1713
7335,7335004,50-65,1649
7335,7335005,50-65,220
7335,7335006,50-65,121
7335,7335007,50-65,179
7335,7335009,50-65,96
7335,7335010,50-65,230
7335,7335011,50-65,44
7335,7335012,50-65,276
7335,7335013,50-65,182
7335,7335014,50-65,198
7335,7335015,50-65,1168
7335,7335016,50-65,965
7335,7335017,50-65,392
7335,7335018,50-65,577
7335,7335019,50-65,125
7335,7335020,50-65,319
7335,7335021,50-65,279
7335,7335022,50-65,1986
7335,7335023,50-65,291
7335,7335024,50-65,543
7335,7335025,50-65,266
7335,7335026,50-65,994
7335,7335027,50-65,182
7335,7335028,50-65,251
7335,7335029,50-65,517
7335,7335030,50-65,364
7335,7335031,50-65,116
7335,7335033,50-65,301
7335,7335034,50-65,949
7335,7335035,50-65,1245
7335,7335037,50-65,751
7335,7335038,50-65,1919
7335,7335040,50-65,856
7335,7335041,50-65,236
7335,7335042,50-65,175
7335,7335043,50-65,256
7335,7335044,50-65,602
7335,7335045,50-65,313
7335,7335046,50-65,119
7335,7335047,50-65,752
7335,7335048,50-65,116
7335,7335049,50-65,1125
7335,7335201,50-65,208
7335,7335202,50-65,71
7335,7335203,50-65,452
7335,7335204,50-65,394
7335,7335205,50-65,350
7335,7335501,50-65,381
7336,7336001,50-65,27
7336,7336002,50-65,32
7336,7336003,50-65,760
7336,7336004,50-65,344
7336,7336005,50-65,97
7336,7336006,50-65,104
7336,7336008,50-65,113
7336,7336009,50-65,200
7336,7336010,50-65,508
7336,7336011,50-65,611
7336,7336012,50-65,34
7336,7336013,50-65,42
7336,7336014,50-65,26
7336,7336015,50-65,94
7336,7336016,50-65,212
7336,7336017,50-65,231
7336,7336018,50-65,46
7336,7336019,50-65,118
7336,7336021,50-65,39
7336,7336022,50-65,154
7336,7336023,50-65,109
7336,7336024,50-65,185
7336,7336025,50-65,114
7336,7336027,50-65,150
7336,7336029,50-65,89
7336,7336030,50-65,134
7336,7336031,50-65,293
7336,7336032,50-65,237
7336,7336033,50-65,120
7336,7336034,50-65,187
7336,7336035,50-65,14
7336,7336036,50-65,115
7336,7336037,50-65,84
7336,7336038,50-65,79
7336,7336039,50-65,141
7336,7336040,50-65,39
7336,7336041,50-65,343
7336,7336042,50-65,105
7336,7336043,50-65,91
7336,7336044,50-65,57
7336,7336045,50-65,77
7336,7336046,50-65,62
7336,7336047,50-65,168
7336,7336048,50-65,205
7336,7336049,50-65,43
7336,7336050,50-65,54
7336,7336051,50-65,105
7336,7336052,50-65,178
7336,7336053,50-65,204
7336,7336054,50-65,176
7336,7336055,50-65,1311
7336,7336056,50-65,107
7336,7336057,50-65,54
7336,7336058,50-65,522
7336,7336060,50-65,116
7336,7336061,50-65,138
7336,7336062,50-65,47
7336,7336064,50-65,332
7336,7336065,50-65,30
7336,7336066,50-65,117
7336,7336067,50-65,88
7336,7336068,50-65,66
7336,7336069,50-65,159
7336,7336070,50-65,59
7336,7336071,50-65,64
7336,7336072,50-65,35
7336,7336073,50-65,79
7336,7336074,50-65,247
7336,7336075,50-65,303
7336,7336076,50-65,211
7336,7336077,50-65,225
7336,7336079,50-65,409
7336,7336081,50-65,46
7336,7336082,50-65,121
7336,7336084,50-65,152
7336,7336085,50-65,83
7336,7336086,50-65,43
7336,7336087,50-65,159
7336,7336088,50-65,104
7336,7336089,50-65,84
7336,7336090,50-65,69
7336,7336091,50-65,127
7336,7336092,50-65,1354
7336,7336094,50-65,87
7336,7336095,50-65,296
7336,7336096,50-65,231
7336,7336097,50-65,158
7336,7336098,50-65,197
7336,7336099,50-65,211
7336,7336100,50-65,23
7336,7336101,50-65,191
7336,7336102,50-65,1191
7336,7336103,50-65,51
7336,7336104,50-65,117
7336,7336105,50-65,454
7336,7336106,50-65,221
7336,7336107,50-65,173
7336,7336501,50-65,135
7337,7337001,50-65,427
7337,7337002,50-65,195
7337,7337005,50-65,1708
7337,7337006,50-65,158
7337,7337007,50-65,965
7337,7337008,50-65,170
7337,7337009,50-65,196
7337,7337011,50-65,207
7337,7337012,50-65,226
7337,7337013,50-65,75
7337,7337014,50-65,373
7337,7337015,50-65,220
7337,7337017,50-65,123
7337,7337018,50-65,145
7337,7337019,50-65,234
7337,7337020,50-65,1694
7337,7337021,50-65,614
7337,7337022,50-65,172
7337,7337023,50-65,558
7337,7337024,50-65,262
7337,7337025,50-65,123
7337,7337026,50-65,236
7337,7337027,50-65,251
7337,7337028,50-65,148
7337,7337029,50-65,237
7337,7337031,50-65,223
7337,7337032,50-65,399
7337,7337033,50-65,374
7337,7337035,50-65,216
7337,7337036,50-65,223
7337,7337037,50-65,64
7337,7337038,50-65,2680
7337,7337039,50-65,140
7337,7337040,50-65,223
7337,7337041,50-65,612
7337,7337042,50-65,271
7337,7337043,50-65,224
7337,7337044,50-65,584
7337,7337045,50-65,261
7337,7337046,50-65,276
7337,7337047,50-65,477
7337,7337048,50-65,108
7337,7337049,50-65,595
7337,7337050,50-65,120
7337,7337051,50-65,133
7337,7337052,50-65,1130
7337,7337054,50-65,60
7337,7337055,50-65,128
7337,7337056,50-65,83
7337,7337058,50-65,105
7337,7337059,50-65,331
7337,7337060,50-65,36
7337,7337061,50-65,1607
7337,7337062,50-65,228
7337,7337064,50-65,277
7337,7337065,50-65,184
7337,7337066,50-65,285
7337,7337067,50-65,158
7337,7337068,50-65,450
7337,7337069,50-65,227
7337,7337070,50-65,466
7337,7337071,50-65,347
7337,7337072,50-65,173
7337,7337073,50-65,286
7337,7337074,50-65,191
7337,7337076,50-65,508
7337,7337077,50-65,254
7337,7337078,50-65,165
7337,7337079,50-65,182
7337,7337080,50-65,96
7337,7337081,50-65,70
7337,7337082,50-65,150
7337,7337083,50-65,280
7337,7337084,50-65,159
7337,7337501,50-65,1798
7338,7338001,50-65,2072
7338,7338002,50-65,712
7338,7338003,50-65,877
7338,7338004,50-65,2447
7338,7338005,50-65,2562
7338,7338006,50-65,1746
7338,7338007,50-65,1423
7338,7338008,50-65,645
7338,7338009,50-65,360
7338,7338010,50-65,621
7338,7338011,50-65,798
7338,7338012,50-65,724
7338,7338013,50-65,284
7338,7338014,50-65,793
7338,7338015,50-65,254
7338,7338016,50-65,1629
7338,7338017,50-65,2904
7338,7338018,50-65,1827
7338,7338019,50-65,3050
7338,7338020,50-65,1845
7338,7338021,50-65,798
7338,7338022,50-65,706
7338,7338023,50-65,2405
7338,7338025,50-65,4737
7338,7338026,50-65,1492
7339,7339001,50-65,364
7339,7339002,50-65,239
7339,7339003,50-65,484
7339,7339004,50-65,118
7339,7339005,50-65,5653
7339,7339006,50-65,1911
7339,7339007,50-65,41
7339,7339008,50-65,273
7339,7339009,50-65,2029
7339,7339010,50-65,278
7339,7339011,50-65,361
7339,7339012,50-65,596
7339,7339013,50-65,254
7339,7339015,50-65,124
7339,7339016,50-65,194
7339,7339017,50-65,846
7339,7339018,50-65,208
7339,7339019,50-65,1532
7339,7339020,50-65,489
7339,7339021,50-65,914
7339,7339022,50-65,319
7339,7339024,50-65,928
7339,7339025,50-65,430
7339,7339026,50-65,581
7339,7339028,50-65,164
7339,7339029,50-65,210
7339,7339030,50-65,8713
7339,7339031,50-65,460
7339,7339032,50-65,830
7339,7339033,50-65,396
7339,7339034,50-65,505
7339,7339035,50-65,167
7339,7339036,50-65,94
7339,7339037,50-65,810
7339,7339038,50-65,793
7339,7339039,50-65,1470
7339,7339040,50-65,203
7339,7339041,50-65,168
7339,7339042,50-65,2192
7339,7339043,50-65,2101
7339,7339044,50-65,233
7339,7339045,50-65,159
7339,7339046,50-65,263
7339,7339047,50-65,1010
7339,7339048,50-65,636
7339,7339049,50-65,1834
7339,7339050,50-65,205
7339,7339051,50-65,666
7339,7339053,50-65,400
7339,7339054,50-65,333
7339,7339056,50-65,1013
7339,7339057,50-65,1261
7339,7339058,50-65,236
7339,7339059,50-65,313
7339,7339060,50-65,745
7339,7339062,50-65,1054
7339,7339063,50-65,657
7339,7339064,50-65,177
7339,7339065,50-65,155
7339,7339066,50-65,73
7339,7339067,50-65,871
7339,7339068,50-65,184
7339,7339201,50-65,237
7339,7339202,50-65,198
7340,7340001,50-65,91
7340,7340002,50-65,339
7340,7340003,50-65,382
7340,7340004,50-65,1146
7340,7340005,50-65,60
7340,7340006,50-65,52
7340,7340007,50-65,274
7340,7340008,50-65,351
7340,7340009,50-65,298
7340,7340010,50-65,89
7340,7340011,50-65,430
7340,7340012,50-65,232
7340,7340014,50-65,1024
7340,7340015,50-65,512
7340,7340016,50-65,478
7340,7340017,50-65,223
7340,7340018,50-65,67
7340,7340019,50-65,97
7340,7340020,50-65,365
7340,7340021,50-65,24
7340,7340022,50-65,339
7340,7340023,50-65,212
7340,7340024,50-65,259
7340,7340025,50-65,156
7340,7340026,50-65,217
7340,7340027,50-65,260
7340,7340028,50-65,1035
7340,7340029,50-65,206
7340,7340030,50-65,162
7340,7340031,50-65,320
7340,7340032,50-65,773
7340,7340033,50-65,74
7340,7340034,50-65,41
7340,7340035,50-65,179
7340,7340036,50-65,142
7340,7340037,50-65,227
7340,7340038,50-65,1853
7340,7340039,50-65,121
7340,7340040,50-65,393
7340,7340041,50-65,80
7340,7340042,50-65,50
7340,7340043,50-65,176
7340,7340044,50-65,202
7340,7340045,50-65,133
7340,7340047,50-65,173
7340,7340048,50-65,78
7340,7340049,50-65,207
7340,7340050,50-65,140
7340,7340051,50-65,825
7340,7340052,50-65,329
7340,7340053,50-65,426
7340,7340054,50-65,1211
7340,7340055,50-65,383
7340,7340057,50-65,287
7340,7340201,50-65,193
7340,7340202,50-65,164
7340,7340203,50-65,541
7340,7340204,50-65,54
7340,7340205,50-65,183
7340,7340206,50-65,1165
7340,7340207,50-65,365
7340,7340208,50-65,92
7340,7340209,50-65,92
7340,7340210,50-65,184
7340,7340211,50-65,410
7340,7340212,50-65,159
7340,7340213,50-65,110
7340,7340214,50-65,203
7340,7340215,50-65,116
7340,7340216,50-65,39
7340,7340217,50-65,263
7340,7340218,50-65,84
7340,7340219,50-65,457
7340,7340220,50-65,216
7340,7340221,50-65,125
7340,7340222,50-65,553
7340,7340223,50-65,82
7340,7340224,50-65,102
7340,7340225,50-65,231
7340,7340226,50-65,81
7340,7340227,50-65,142
7340,7340228,50-65,125
7340,7340501,50-65,435
7340,7340502,50-65,314
8115,8115001,50-65,2045
8115,8115002,50-65,1119
8115,8115003,50-65,9877
8115,8115004,50-65,1379
8115,8115010,50-65,754
8115,8115013,50-65,1860
8115,8115015,50-65,2603
8115,8115016,50-65,2236
8115,8115021,50-65,7012
8115,8115022,50-65,874
8115,8115024,50-65,2719
8115,8115028,50-65,10218
8115,8115029,50-65,1974
8115,8115034,50-65,918
8115,8115037,50-65,1273
8115,8115041,50-65,3855
8115,8115042,50-65,2355
8115,8115044,50-65,2314
8115,8115045,50-65,12939
8115,8115046,50-65,1517
8115,8115048,50-65,2005
8115,8115050,50-65,4355
8115,8115051,50-65,2395
8115,8115052,50-65,1832
8115,8115053,50-65,1849
8115,8115054,50-65,1564
8116,8116004,50-65,1212
8116,8116005,50-65,382
8116,8116006,50-65,474
8116,8116007,50-65,1308
8116,8116008,50-65,810
8116,8116011,50-65,884
8116,8116012,50-65,848
8116,8116014,50-65,1511
8116,8116015,50-65,2326
8116,8116016,50-65,1262
8116,8116018,50-65,536
8116,8116019,50-65,18359
8116,8116020,50-65,2011
8116,8116022,50-65,1034
8116,8116027,50-65,1081
8116,8116029,50-65,564
8116,8116033,50-65,9440
8116,8116035,50-65,2255
8116,8116036,50-65,513
8116,8116037,50-65,624
8116,8116041,50-65,873
8116,8116042,50-65,1444
8116,8116043,50-65,438
8116,8116046,50-65,1488
8116,8116047,50-65,2538
8116,8116048,50-65,960
8116,8116049,50-65,8757
8116,8116050,50-65,1276
8116,8116053,50-65,420
8116,8116054,50-65,834
8116,8116056,50-65,3030
8116,8116058,50-65,1912
8116,8116063,50-65,469
8116,8116068,50-65,1094
8116,8116070,50-65,2454
8116,8116071,50-65,3600
8116,8116072,50-65,2627
8116,8116073,50-65,1465
8116,8116076,50-65,1785
8116,8116077,50-65,9926
8116,8116078,50-65,8232
8116,8116079,50-65,2005
8116,8116080,50-65,7986
8116,8116081,50-65,2462
8117,8117001,50-65,514
8117,8117002,50-65,332
8117,8117003,50-65,1031
8117,8117006,50-65,909
8117,8117007,50-65,912
8117,8117009,50-65,471
8117,8117010,50-65,1268
8117,8117011,50-65,371
8117,8117012,50-65,1222
8117,8117014,50-65,1204
8117,8117015,50-65,2504
8117,8117016,50-65,108
8117,8117017,50-65,530
8117,8117018,50-65,3516
8117,8117019,50-65,4433
8117,8117020,50-65,553
8117,8117023,50-65,322
8117,8117024,50-65,5823
8117,8117025,50-65,1033
8117,8117026,50-65,12486
8117,8117028,50-65,546
8117,8117029,50-65,689
8117,8117030,50-65,1231
8117,8117031,50-65,191
8117,8117033,50-65,1274
8117,8117035,50-65,279
8117,8117037,50-65,616
8117,8117038,50-65,1225
8117,8117042,50-65,1744
8117,8117043,50-65,420
8117,8117044,50-65,894
8117,8117049,50-65,2364
8117,8117051,50-65,3256
8117,8117053,50-65,988
8117,8117055,50-65,749
8117,8117058,50-65,476
8117,8117060,50-65,735
8117,8117061,50-65,644
8118,8118001,50-65,950
8118,8118003,50-65,2957
8118,8118006,50-65,1437
8118,8118007,50-65,2760
8118,8118010,50-65,1790
8118,8118011,50-65,5355
8118,8118012,50-65,1578
8118,8118014,50-65,1228
8118,8118015,50-65,744
8118,8118016,50-65,595
8118,8118018,50-65,873
8118,8118019,50-65,4199
8118,8118021,50-65,1947
8118,8118027,50-65,1744
8118,8118028,50-65,544
8118,8118040,50-65,1217
8118,8118046,50-65,6925
8118,8118047,50-65,1388
8118,8118048,50-65,18232
8118,8118049,50-65,3558
8118,8118050,50-65,3460
8118,8118051,50-65,2378
8118,8118053,50-65,810
8118,8118054,50-65,1497
8118,8118059,50-65,791
8118,8118060,50-65,1837
8118,8118063,50-65,1496
8118,8118067,50-65,2328
8118,8118068,50-65,1228
8118,8118070,50-65,2959
8118,8118071,50-65,2844
8118,8118073,50-65,6767
8118,8118074,50-65,752
8118,8118076,50-65,4115
8118,8118077,50-65,1425
8118,8118078,50-65,3509
8118,8118079,50-65,9436
8118,8118080,50-65,3922
8118,8118081,50-65,5617
8119,8119001,50-65,1786
8119,8119003,50-65,1122
8119,8119004,50-65,1012
8119,8119006,50-65,1719
8119,8119008,50-65,8260
8119,8119018,50-65,846
8119,8119020,50-65,9509
8119,8119024,50-65,723
8119,8119037,50-65,640
8119,8119038,50-65,836
8119,8119041,50-65,2407
8119,8119042,50-65,2503
8119,8119044,50-65,3496
8119,8119053,50-65,1015
8119,8119055,50-65,2290
8119,8119061,50-65,2759
8119,8119067,50-65,8795
8119,8119068,50-65,2196
8119,8119069,50-65,597
8119,8119075,50-65,1236
8119,8119076,50-65,2005
8119,8119079,50-65,11918
8119,8119083,50-65,1752
8119,8119084,50-65,2650
8119,8119085,50-65,6427
8119,8119086,50-65,1773
8119,8119087,50-65,1958
8119,8119089,50-65,1535
8119,8119090,50-65,3121
8119,8119091,50-65,6009
8119,8119093,50-65,3465
8125,8125001,50-65,1127
8125,8125005,50-65,4241
8125,8125006,50-65,4994
8125,8125007,50-65,1538
8125,8125008,50-65,1445
8125,8125013,50-65,3729
8125,8125017,50-65,657
8125,8125021,50-65,735
8125,8125024,50-65,867
8125,8125026,50-65,5023
8125,8125027,50-65,1157
8125,8125030,50-65,1562
8125,8125034,50-65,1199
8125,8125038,50-65,1438
8125,8125039,50-65,1660
8125,8125046,50-65,1963
8125,8125047,50-65,606
8125,8125048,50-65,384
8125,8125049,50-65,1184
8125,8125056,50-65,2625
8125,8125057,50-65,512
8125,8125058,50-65,2678
8125,8125059,50-65,854
8125,8125061,50-65,903
8125,8125063,50-65,1848
8125,8125065,50-65,5608
8125,8125066,50-65,909
8125,8125068,50-65,1223
8125,8125069,50-65,2232
8125,8125074,50-65,1809
8125,8125078,50-65,1451
8125,8125079,50-65,676
8125,8125081,50-65,594
8125,8125084,50-65,318
8125,8125086,50-65,2642
8125,8125087,50-65,390
8125,8125094,50-65,1248
8125,8125096,50-65,905
8125,8125098,50-65,1881
8125,8125102,50-65,2733
8125,8125103,50-65,454
8125,8125107,50-65,1649
8125,8125108,50-65,1085
8125,8125110,50-65,3192
8125,8125111,50-65,991
8125,8125113,50-65,841
8126,8126011,50-65,2973
8126,8126020,50-65,559
8126,8126028,50-65,1160
8126,8126039,50-65,1298
8126,8126045,50-65,1130
8126,8126046,50-65,3272
8126,8126047,50-65,1399
8126,8126056,50-65,930
8126,8126058,50-65,1549
8126,8126060,50-65,910
8126,8126066,50-65,5450
8126,8126069,50-65,2170
8126,8126072,50-65,1383
8126,8126085,50-65,714
8126,8126086,50-65,479
8126,8126094,50-65,424
8127,8127008,50-65,1230
8127,8127009,50-65,643
8127,8127012,50-65,722
8127,8127013,50-65,474
8127,8127014,50-65,7454
8127,8127023,50-65,762
8127,8127025,50-65,2783
8127,8127032,50-65,1066
8127,8127043,50-65,1457
8127,8127046,50-65,1009
8127,8127047,50-65,456
8127,8127052,50-65,1442
8127,8127056,50-65,830
8127,8127059,50-65,951
8127,8127062,50-65,887
8127,8127063,50-65,1226
8127,8127071,50-65,1224
8127,8127073,50-65,1254
8127,8127075,50-65,1289
8127,8127076,50-65,8529
8127,8127079,50-65,594
8127,8127086,50-65,735
8127,8127089,50-65,1095
8127,8127091,50-65,894
8127,8127099,50-65,507
8127,8127100,50-65,1286
8127,8127101,50-65,940
8127,8127102,50-65,1038
8127,8127103,50-65,1213
8127,8127104,50-65,769
8128,8128006,50-65,523
8128,8128007,50-65,5062
8128,8128014,50-65,1623
8128,8128020,50-65,1151
8128,8128039,50-65,854
8128,8128045,50-65,974
8128,8128047,50-65,982
8128,8128058,50-65,1328
8128,8128061,50-65,761
8128,8128064,50-65,1372
8128,8128082,50-65,1165
8128,8128115,50-65,2990
8128,8128126,50-65,1729
8128,8128128,50-65,905
8128,8128131,50-65,5478
8128,8128137,50-65,398
8128,8128138,50-65,574
8128,8128139,50-65,3522
8135,8135010,50-65,1027
8135,8135015,50-65,2773
8135,8135016,50-65,4360
8135,8135019,50-65,10254
8135,8135020,50-65,3007
8135,8135021,50-65,560
8135,8135025,50-65,1674
8135,8135026,50-65,1453
8135,8135027,50-65,1112
8135,8135031,50-65,1304
8135,8135032,50-65,2012
8136,8136002,50-65,1788
8136,8136003,50-65,458
8136,8136007,50-65,539
8136,8136009,50-65,980
8136,8136010,50-65,2692
8136,8136015,50-65,697
8136,8136018,50-65,425
8136,8136019,50-65,5474
8136,8136020,50-65,460
8136,8136021,50-65,1469
8136,8136024,50-65,634
8136,8136027,50-65,1250
8136,8136028,50-65,2232
8136,8136029,50-65,450
8136,8136033,50-65,1370
8136,8136034,50-65,604
8136,8136035,50-65,529
8136,8136037,50-65,419
8136,8136038,50-65,1106
8136,8136040,50-65,534
8136,8136042,50-65,2566
8136,8136043,50-65,974
8136,8136044,50-65,1501
8136,8136045,50-65,1902
8136,8136046,50-65,729
8136,8136049,50-65,114
8136,8136050,50-65,1783
8136,8136060,50-65,663
8136,8136061,50-65,481
8136,8136062,50-65,606
8136,8136065,50-65,12816
8136,8136066,50-65,829
8136,8136068,50-65,439
8136,8136070,50-65,218
8136,8136071,50-65,398
8136,8136075,50-65,1002
8136,8136079,50-65,1635
8136,8136082,50-65,1302
8136,8136084,50-65,339
8136,8136087,50-65,557
8136,8136088,50-65,14635
8136,8136089,50-65,779
8215,8215007,50-65,6627
8215,8215009,50-65,9788
8215,8215017,50-65,9196
8215,8215021,50-65,1886
8215,8215025,50-65,891
8215,8215029,50-65,1405
8215,8215039,50-65,1424
8215,8215040,50-65,548
8215,8215046,50-65,3601
8215,8215047,50-65,1318
8215,8215059,50-65,2392
8215,8215064,50-65,3151
8215,8215066,50-65,2883
8215,8215082,50-65,1145
8215,8215084,50-65,3240
8215,8215089,50-65,2360
8215,8215090,50-65,2270
8215,8215094,50-65,420
8215,8215096,50-65,3913
8215,8215097,50-65,3572
8215,8215099,50-65,2978
8215,8215100,50-65,2854
8215,8215101,50-65,4292
8215,8215102,50-65,3749
8215,8215103,50-65,2407
8215,8215105,50-65,2818
8215,8215106,50-65,4784
8215,8215107,50-65,2463
8215,8215108,50-65,4845
8215,8215109,50-65,5595
8215,8215110,50-65,2937
8215,8215111,50-65,1736
8216,8216002,50-65,859
8216,8216005,50-65,1497
8216,8216006,50-65,778
8216,8216007,50-65,6963
8216,8216008,50-65,1994
8216,8216009,50-65,2902
8216,8216012,50-65,806
8216,8216013,50-65,1263
8216,8216015,50-65,6921
8216,8216017,50-65,3512
8216,8216022,50-65,1278
8216,8216023,50-65,1240
8216,8216024,50-65,1869
8216,8216028,50-65,1293
8216,8216029,50-65,662
8216,8216033,50-65,1577
8216,8216039,50-65,1131
8216,8216041,50-65,1639
8216,8216043,50-65,11023
8216,8216049,50-65,2912
8216,8216052,50-65,754
8216,8216059,50-65,645
8216,8216063,50-65,1767
8225,8225001,50-65,1097
8225,8225002,50-65,1211
8225,8225009,50-65,1388
8225,8225010,50-65,350
8225,8225014,50-65,4281
8225,8225024,50-65,668
8225,8225032,50-65,1625
8225,8225033,50-65,1213
8225,8225039,50-65,815
8225,8225042,50-65,505
8225,8225052,50-65,1162
8225,8225058,50-65,5475
8225,8225060,50-65,1336
8225,8225064,50-65,591
8225,8225067,50-65,374
8225,8225068,50-65,485
8225,8225074,50-65,1191
8225,8225075,50-65,1456
8225,8225082,50-65,508
8225,8225091,50-65,992
8225,8225109,50-65,2781
8225,8225113,50-65,173
8225,8225114,50-65,721
8225,8225115,50-65,975
8225,8225116,50-65,870
8225,8225117,50-65,1479
8225,8225118,50-65,1266
8226,8226003,50-65,1464
8226,8226006,50-65,1584
8226,8226009,50-65,3425
8226,8226010,50-65,2244
8226,8226012,50-65,2369
8226,8226013,50-65,3557
8226,8226017,50-65,599
8226,8226018,50-65,3047
8226,8226020,50-65,636
8226,8226022,50-65,566
8226,8226027,50-65,134
8226,8226028,50-65,2663
8226,8226029,50-65,682
8226,8226031,50-65,2753
8226,8226032,50-65,4983
8226,8226036,50-65,2062
8226,8226037,50-65,2939
8226,8226038,50-65,2656
8226,8226040,50-65,1479
8226,8226041,50-65,5917
8226,8226046,50-65,947
8226,8226048,50-65,938
8226,8226049,50-65,1194
8226,8226054,50-65,2134
8226,8226055,50-65,1014
8226,8226056,50-65,3111
8226,8226058,50-65,465
8226,8226059,50-65,1773
8226,8226060,50-65,2572
8226,8226062,50-65,2696
8226,8226063,50-65,2398
8226,8226065,50-65,2009
8226,8226066,50-65,509
8226,8226068,50-65,1798
8226,8226076,50-65,3413
8226,8226080,50-65,1154
8226,8226081,50-65,748
8226,8226082,50-65,3443
8226,8226084,50-65,4856
8226,8226085,50-65,8349
8226,8226086,50-65,414
8226,8226091,50-65,1362
8226,8226095,50-65,3392
8226,8226096,50-65,10137
8226,8226097,50-65,744
8226,8226098,50-65,6189
8226,8226099,50-65,827
8226,8226101,50-65,492
8226,8226102,50-65,1223
8226,8226103,50-65,3309
8226,8226104,50-65,625
8226,8226105,50-65,3182
8226,8226106,50-65,983
8226,8226107,50-65,2178
8235,8235006,50-65,2337
8235,8235007,50-65,1948
8235,8235008,50-65,2303
8235,8235018,50-65,611
8235,8235020,50-65,1169
8235,8235022,50-65,438
8235,8235025,50-65,292
8235,8235029,50-65,940
8235,8235032,50-65,1261
8235,8235033,50-65,2098
8235,8235035,50-65,414
8235,8235046,50-65,5030
8235,8235047,50-65,1285
8235,8235050,50-65,804
8235,8235055,50-65,729
8235,8235057,50-65,604
8235,8235060,50-65,450
8235,8235065,50-65,1880
8235,8235066,50-65,497
8235,8235067,50-65,677
8235,8235073,50-65,600
8235,8235079,50-65,2477
8235,8235080,50-65,2411
8235,8235084,50-65,833
8235,8235085,50-65,5253
8236,8236004,50-65,2414
8236,8236011,50-65,1006
8236,8236013,50-65,1075
8236,8236019,50-65,894
8236,8236025,50-65,1145
8236,8236028,50-65,1793
8236,8236030,50-65,1360
8236,8236031,50-65,738
8236,8236033,50-65,1916
8236,8236038,50-65,1517
8236,8236039,50-65,672
8236,8236040,50-65,5948
8236,8236043,50-65,1959
8236,8236044,50-65,1407
8236,8236046,50-65,2763
8236,8236050,50-65,1167
8236,8236061,50-65,737
8236,8236062,50-65,1335
8236,8236065,50-65,1701
8236,8236067,50-65,716
8236,8236068,50-65,693
8236,8236070,50-65,2255
8236,8236071,50-65,2681
8236,8236072,50-65,2791
8236,8236073,50-65,1679
8236,8236074,50-65,1547
8236,8236075,50-65,892
8236,8236076,50-65,2319
8237,8237002,50-65,1579
8237,8237004,50-65,3509
8237,8237019,50-65,1833
8237,8237024,50-65,947
8237,8237027,50-65,1375
8237,8237028,50-65,5167
8237,8237030,50-65,563
8237,8237032,50-65,153
8237,8237040,50-65,5942
8237,8237045,50-65,1875
8237,8237054,50-65,1629
8237,8237061,50-65,638
8237,8237072,50-65,57
8237,8237073,50-65,556
8237,8237074,50-65,1472
8237,8237075,50-65,508
8315,8315003,50-65,337
8315,8315004,50-65,565
8315,8315006,50-65,4162
8315,8315007,50-65,1051
8315,8315008,50-65,604
8315,8315013,50-65,1160
8315,8315014,50-65,596
8315,8315015,50-65,3573
8315,8315016,50-65,353
8315,8315020,50-65,695
8315,8315022,50-65,964
8315,8315028,50-65,710
8315,8315030,50-65,849
8315,8315031,50-65,469
8315,8315033,50-65,613
8315,8315037,50-65,476
8315,8315039,50-65,503
8315,8315041,50-65,766
8315,8315043,50-65,655
8315,8315047,50-65,2670
8315,8315048,50-65,1107
8315,8315050,50-65,1443
8315,8315051,50-65,281
8315,8315052,50-65,530
8315,8315056,50-65,266
8315,8315059,50-65,1518
8315,8315064,50-65,2257
8315,8315068,50-65,1217
8315,8315070,50-65,1844
8315,8315072,50-65,671
8315,8315073,50-65,1107
8315,8315074,50-65,4337
