district,municipality,age_group,pop
9273,9273166,below18,877
9273,9273172,below18,751
9273,9273175,below18,322
9273,9273177,below18,380
9273,9273178,below18,333
9273,9273181,below18,235
9273,9273451,below18,925
9273,9273452,below18,925
9273,9273453,below18,925
9274,9274111,below18,659
9274,9274112,below18,313
9274,9274113,below18,1899
9274,9274114,below18,472
9274,9274118,below18,113
9274,9274119,below18,362
9274,9274120,below18,934
9274,9274121,below18,734
9274,9274124,below18,759
9274,9274126,below18,2102
9274,9274127,below18,1378
9274,9274128,below18,2103
9274,9274132,below18,650
9274,9274134,below18,1324
9274,9274135,below18,311
9274,9274141,below18,817
9274,9274145,below18,374
9274,9274146,below18,1067
9274,9274153,below18,694
9274,9274154,below18,221
9274,9274156,below18,646
9274,9274165,below18,350
9274,9274172,below18,839
9274,9274174,below18,272
9274,9274176,below18,1439
9274,9274179,below18,195
9274,9274182,below18,713
9274,9274183,below18,1141
9274,9274184,below18,2081
9274,9274185,below18,449
9274,9274187,below18,457
9274,9274188,below18,284
9274,9274191,below18,525
9274,9274193,below18,255
9274,9274194,below18,922
9275,9275111,below18,442
9275,9275112,below18,480
9275,9275114,below18,749
9275,9275116,below18,759
9275,9275117,below18,194
9275,9275118,below18,362
9275,9275119,below18,728
9275,9275120,below18,722
9275,9275121,below18,511
9275,9275122,below18,1360
9275,9275124,below18,1265
9275,9275125,below18,376
9275,9275126,below18,1887
9275,9275127,below18,636
9275,9275128,below18,1029
9275,9275130,below18,277
9275,9275131,below18,288
9275,9275132,below18,197
9275,9275133,below18,739
9275,9275134,below18,441
9275,9275135,below18,510
9275,9275137,below18,552
9275,9275138,below18,1208
9275,9275141,below18,2653
9275,9275143,below18,701
9275,9275144,below18,506
9275,9275145,below18,1098
9275,9275146,below18,1060
9275,9275148,below18,253
9275,9275149,below18,288
9275,9275150,below18,688
9275,9275151,below18,1086
9275,9275152,below18,590
9275,9275153,below18,1051
9275,9275154,below18,2627
9275,9275156,below18,944
9275,9275159,below18,785
9275,9275160,below18,235
9276,9276111,below18,143
9276,9276113,below18,309
9276,9276115,below18,113
9276,9276116,below18,501
9276,9276117,below18,435
9276,9276118,below18,250
9276,9276120,below18,360
9276,9276121,below18,376
9276,9276122,below18,358
9276,9276123,below18,200
9276,9276126,below18,801
9276,9276127,below18,337
9276,9276128,below18,482
9276,9276129,below18,292
9276,9276130,below18,364
9276,9276134,below18,289
9276,9276135,below18,460
9276,9276138,below18,1738
9276,9276139,below18,532
9276,9276142,below18,351
9276,9276143,below18,502
9276,9276144,below18,1180
9276,9276146,below18,379
9276,9276148,below18,1334
9277,9277111,below18,1041
9277,9277112,below18,251
9277,9277113,below18,734
9277,9277114,below18,538
9277,9277116,below18,2288
9277,9277117,below18,387
9277,9277118,below18,297
9277,9277119,below18,669
9277,9277121,below18,1150
9277,9277122,below18,182
9277,9277124,below18,623
9277,9277126,below18,382
9277,9277127,below18,394
9277,9277128,below18,898
9277,9277131,below18,224
9277,9277133,below18,707
9277,9277134,below18,371
9277,9277138,below18,2067
9277,9277139,below18,378
9277,9277140,below18,295
9277,9277141,below18,184
9277,9277142,below18,496
9277,9277144,below18,344
9277,9277145,below18,1402
9277,9277147,below18,192
9277,9277148,below18,637
9277,9277149,below18,844
9277,9277151,below18,369
9277,9277152,below18,342
9277,9277153,below18,587
9277,9277154,below18,351
9278,9278112,below18,343
9278,9278113,below18,594
9278,9278116,below18,303
9278,9278117,below18,289
9278,9278118,below18,1667
9278,9278120,below18,180
9278,9278121,below18,417
9278,9278123,below18,1147
9278,9278129,below18,344
9278,9278134,below18,312
9278,9278139,below18,518
9278,9278140,below18,194
9278,9278141,below18,620
9278,9278143,below18,313
9278,9278144,below18,596
9278,9278146,below18,722
9278,9278147,below18,104
9278,9278148,below18,1140
9278,9278149,below18,255
9278,9278151,below18,470
9278,9278154,below18,269
9278,9278159,below18,519
9278,9278167,below18,513
9278,9278170,below18,558
9278,9278171,below18,114
9278,9278172,below18,275
9278,9278177,below18,535
9278,9278178,below18,300
9278,9278179,below18,258
9278,9278182,below18,451
9278,9278184,below18,248
9278,9278187,below18,439
9278,9278189,below18,239
9278,9278190,below18,539
9278,9278192,below18,521
9278,9278197,below18,651
9278,9278198,below18,179
9279,9279112,below18,3189
9279,9279113,below18,998
9279,9279115,below18,802
9279,9279116,below18,362
9279,9279122,below18,2287
9279,9279124,below18,556
9279,9279125,below18,533
9279,9279126,below18,625
9279,9279127,below18,977
9279,9279128,below18,825
9279,9279130,below18,398
9279,9279132,below18,1063
9279,9279134,below18,1328
9279,9279135,below18,656
9279,9279137,below18,1122
9371,9371111,below18,369
9371,9371113,below18,1307
9371,9371116,below18,317
9371,9371118,below18,419
9371,9371119,below18,311
9371,9371120,below18,374
9371,9371121,below18,432
9371,9371122,below18,733
9371,9371123,below18,146
9371,9371126,below18,800
9371,9371127,below18,807
9371,9371128,below18,188
9371,9371129,below18,251
9371,9371131,below18,360
9371,9371132,below18,376
9371,9371135,below18,245
9371,9371136,below18,1531
9371,9371140,below18,180
9371,9371141,below18,384
9371,9371144,below18,588
9371,9371146,below18,403
9371,9371148,below18,348
9371,9371150,below18,648
9371,9371151,below18,2993
9371,9371154,below18,632
9371,9371156,below18,892
9371,9371157,below18,178
9371,9371452,below18,793
9372,9372112,below18,310
9372,9372113,below18,400
9372,9372115,below18,289
9372,9372116,below18,2642
9372,9372117,below18,394
9372,9372124,below18,584
9372,9372125,below18,576
9372,9372126,below18,1365
9372,9372128,below18,131
9372,9372130,below18,219
9372,9372135,below18,304
9372,9372137,below18,1149
9372,9372138,below18,341
9372,9372142,below18,319
9372,9372143,below18,367
9372,9372144,below18,555
9372,9372146,below18,374
9372,9372147,below18,176
9372,9372149,below18,202
9372,9372150,below18,294
9372,9372151,below18,258
9372,9372153,below18,1894
9372,9372154,below18,568
9372,9372155,below18,386
9372,9372157,below18,368
9372,9372158,below18,514
9372,9372161,below18,348
9372,9372163,below18,299
9372,9372164,below18,680
9372,9372165,below18,128
9372,9372167,below18,320
9372,9372168,below18,352
9372,9372169,below18,489
9372,9372170,below18,368
9372,9372171,below18,1042
9372,9372174,below18,405
9372,9372175,below18,260
9372,9372177,below18,322
9372,9372178,below18,261
9373,9373112,below18,1452
9373,9373113,below18,1433
9373,9373114,below18,536
9373,9373115,below18,618
9373,9373119,below18,900
9373,9373121,below18,1024
9373,9373126,below18,1623
9373,9373134,below18,347
9373,9373140,below18,616
9373,9373143,below18,449
9373,9373146,below18,886
9373,9373147,below18,6077
9373,9373151,below18,1203
9373,9373153,below18,599
9373,9373155,below18,1370
9373,9373156,below18,1012
9373,9373159,below18,509
9373,9373160,below18,924
9373,9373167,below18,968
9374,9374111,below18,742
9374,9374117,below18,696
9374,9374118,below18,401
9374,9374119,below18,233
9374,9374121,below18,525
9374,9374122,below18,187
9374,9374123,below18,223
9374,9374124,below18,1027
9374,9374127,below18,252
9374,9374128,below18,176
9374,9374129,below18,548
9374,9374131,below18,211
9374,9374132,below18,180
9374,9374133,below18,556
9374,9374134,below18,429
9374,9374137,below18,403
9374,9374139,below18,925
9374,9374140,below18,157
9374,9374144,below18,359
9374,9374146,below18,301
9374,9374147,below18,367
9374,9374148,below18,180
9374,9374149,below18,659
9374,9374150,below18,276
9374,9374154,below18,299
9374,9374155,below18,157
9374,9374156,below18,217
9374,9374157,below18,205
9374,9374158,below18,257
9374,9374159,below18,223
9374,9374160,below18,198
9374,9374162,below18,1197
9374,9374163,below18,192
9374,9374164,below18,300
9374,9374165,below18,303
9374,9374166,below18,579
9374,9374168,below18,739
9374,9374170,below18,181
9374,9374451,below18,514
9374,9374452,below18,514
9374,9374458,below18,514
9375,9375113,below18,541
9375,9375114,below18,251
9375,9375115,below18,303
9375,9375116,below18,284
9375,9375117,below18,1005
9375,9375118,below18,961
9375,9375119,below18,908
9375,9375120,below18,369
9375,9375122,below18,287
9375,9375127,below18,329
9375,9375130,below18,717
9375,9375131,below18,270
9375,9375143,below18,297
9375,9375148,below18,1722
9375,9375153,below18,150
9375,9375156,below18,435
9375,9375161,below18,539
9375,9375162,below18,823
9375,9375165,below18,2279
9375,9375170,below18,809
9375,9375171,below18,234
9375,9375174,below18,2467
9375,9375175,below18,1599
9375,9375179,below18,1476
9375,9375180,below18,971
9375,9375181,below18,589
9375,9375182,below18,279
9375,9375183,below18,550
9375,9375184,below18,335
9375,9375190,below18,2667
9375,9375191,below18,106
9375,9375196,below18,1356
9375,9375199,below18,1334
9375,9375201,below18,412
9375,9375204,below18,1009
9375,9375205,below18,600
9375,9375208,below18,1440
9375,9375209,below18,413
9375,9375210,below18,747
9375,9375211,below18,283
9375,9375213,below18,948
9375,9375451,below18,891
9375,9375452,below18,891
9376,9376112,below18,144
9376,9376116,below18,707
9376,9376117,below18,694
9376,9376119,below18,2337
9376,9376122,below18,191
9376,9376125,below18,418
9376,9376131,below18,108
9376,9376133,below18,141
9376,9376141,below18,1815
9376,9376144,below18,951
9376,9376146,below18,185
9376,9376147,below18,1401
9376,9376148,below18,207
9376,9376149,below18,1448
9376,9376150,below18,839
9376,9376151,below18,828
9376,9376153,below18,847
9376,9376159,below18,472
9376,9376160,below18,367
9376,9376161,below18,4479
9376,9376162,below18,230
9376,9376163,below18,978
9376,9376164,below18,212
9376,9376167,below18,64
9376,9376168,below18,292
9376,9376169,below18,283
9376,9376170,below18,1094
9376,9376171,below18,299
9376,9376172,below18,166
9376,9376173,below18,124
9376,9376175,below18,820
9376,9376176,below18,48
9376,9376178,below18,248
9376,9376455,below18,903
9377,9377112,below18,450
9377,9377113,below18,172
9377,9377115,below18,177
9377,9377116,below18,836
9377,9377117,below18,162
9377,9377118,below18,169
9377,9377119,below18,196
9377,9377127,below18,370
9377,9377128,below18,266
9377,9377129,below18,904
9377,9377131,below18,298
9377,9377132,below18,225
9377,9377133,below18,374
9377,9377137,below18,167
9377,9377139,below18,279
9377,9377141,below18,937
9377,9377142,below18,203
9377,9377143,below18,285
9377,9377145,below18,223
9377,9377146,below18,535
9377,9377148,below18,231
9377,9377149,below18,197
9377,9377154,below18,1258
9377,9377157,below18,625
9377,9377158,below18,1014
9377,9377159,below18,531
9471,9471111,below18,385
9471,9471115,below18,708
9471,9471117,below18,1050
9471,9471119,below18,758
9471,9471120,below18,1250
9471,9471122,below18,209
9471,9471123,below18,683
9471,9471128,below18,259
9471,9471131,below18,955
9471,9471133,below18,174
9471,9471137,below18,553
9471,9471140,below18,1334
9471,9471142,below18,585
9471,9471145,below18,2147
9471,9471150,below18,399
9471,9471151,below18,219
9471,9471152,below18,183
9471,9471154,below18,282
9471,9471155,below18,968
9471,9471159,below18,1431
9471,9471165,below18,795
9471,9471169,below18,360
9471,9471172,below18,582
9471,9471173,below18,283
9471,9471174,below18,802
9471,9471175,below18,340
9471,9471185,below18,1176
9471,9471186,below18,291
9471,9471189,below18,225
9471,9471191,below18,1195
9471,9471195,below18,1279
9471,9471207,below18,618
9471,9471208,below18,493
9471,9471209,below18,110
9471,9471214,below18,865
9471,9471220,below18,1018
9471,9471452,below18,763
9471,9471453,below18,763
9471,9471454,below18,763
9471,9471455,below18,763
9471,9471456,below18,763
9471,9471457,below18,763
9471,9471459,below18,763
9471,9471460,below18,763
9471,9471461,below18,763
9471,9471462,below18,763
9472,9472111,below18,404
9472,9472115,below18,192
9472,9472116,below18,679
9472,9472118,below18,413
9472,9472119,below18,1154
9472,9472121,below18,245
9472,9472127,below18,812
9472,9472131,below18,858
9472,9472133,below18,183
9472,9472138,below18,217
9472,9472139,below18,641
9472,9472140,below18,237
9472,9472141,below18,219
9472,9472143,below18,544
9472,9472146,below18,155
9472,9472150,below18,565
9472,9472154,below18,801
9472,9472155,below18,341
9472,9472156,below18,262
9472,9472164,below18,176
9472,9472166,below18,282
9472,9472167,below18,655
9472,9472175,below18,2063
9472,9472176,below18,133
9472,9472177,below18,231
9472,9472179,below18,791
9472,9472180,below18,161
9472,9472184,below18,167
9472,9472188,below18,223
9472,9472190,below18,976
9472,9472197,below18,537
9472,9472198,below18,336
9472,9472199,below18,926
9472,9472451,below18,695
9472,9472453,below18,695
9472,9472454,below18,695
9472,9472456,below18,695
9472,9472458,below18,695
9472,9472463,below18,695
9472,9472464,below18,695
9472,9472468,below18,695
9472,9472469,below18,695
9472,9472470,below18,695
9473,9473112,below18,696
9473,9473120,below18,478
9473,9473121,below18,928
9473,9473132,below18,521
9473,9473134,below18,444
9473,9473138,below18,369
9473,9473141,below18,711
9473,9473144,below18,556
9473,9473151,below18,2240
9473,9473153,below18,218
9473,9473158,below18,935
9473,9473159,below18,2081
9473,9473165,below18,648
9473,9473166,below18,685
9473,9473170,below18,640
9473,9473174,below18,499
9473,9473175,below18,890
9473,9473452,below18,1170
9473,9473453,below18,1170
9473,9473454,below18,1170
9474,9474119,below18,400
9474,9474121,below18,1104
9474,9474122,below18,416
9474,9474123,below18,1119
9474,9474124,below18,342
9474,9474126,below18,5413
9474,9474129,below18,670
9474,9474132,below18,619
9474,9474133,below18,746
9474,9474134,below18,609
9474,9474135,below18,859
9474,9474137,below18,226
9474,9474138,below18,219
9474,9474140,below18,968
9474,9474143,below18,320
9474,9474144,below18,248
9474,9474145,below18,247
9474,9474146,below18,636
9474,9474147,below18,258
9474,9474154,below18,1390
9474,9474156,below18,359
9474,9474158,below18,310
9474,9474160,below18,251
9474,9474161,below18,428
9474,9474168,below18,196
9474,9474171,below18,321
9474,9474173,below18,178
9474,9474175,below18,278
9474,9474176,below18,388
9475,9475112,below18,402
9475,9475113,below18,303
9475,9475120,below18,633
9475,9475123,below18,425
9475,9475127,below18,159
9475,9475128,below18,371
9475,9475136,below18,1141
9475,9475137,below18,134
9475,9475141,below18,363
9475,9475142,below18,473
9475,9475145,below18,170
9475,9475146,below18,141
9475,9475154,below18,1552
9475,9475156,below18,1128
9475,9475158,below18,862
9475,9475161,below18,380
9475,9475162,below18,1460
9475,9475165,below18,271
9475,9475168,below18,1062
9475,9475169,below18,562
9475,9475171,below18,595
9475,9475174,below18,230
9475,9475175,below18,334
9475,9475181,below18,150
9475,9475182,below18,240
9475,9475184,below18,171
9475,9475189,below18,250
9475,9475451,below18,907
9475,9475452,below18,907
9475,9475453,below18,907
9475,9475454,below18,907
9476,9476145,below18,2256
9476,9476146,below18,1255
9476,9476152,below18,508
9476,9476154,below18,443
9476,9476159,below18,236
9476,9476164,below18,594
9476,9476166,below18,77
9476,9476171,below18,157
9476,9476175,below18,453
9476,9476177,below18,496
9476,9476178,below18,719
9476,9476179,below18,260
9476,9476180,below18,246
9476,9476182,below18,54
9476,9476183,below18,534
9476,9476184,below18,359
9476,9476185,below18,375
9476,9476189,below18,548
9476,9476451,below18,894
9476,9476453,below18,894
9477,9477117,below18,99
9477,9477118,below18,44
9477,9477119,below18,153
9477,9477121,below18,527
9477,9477124,below18,392
9477,9477127,below18,220
9477,9477128,below18,3716
9477,9477129,below18,151
9477,9477135,below18,149
9477,9477136,below18,1031
9477,9477138,below18,407
9477,9477139,below18,187
9477,9477142,below18,620
9477,9477143,below18,451
9477,9477148,below18,231
9477,9477151,below18,142
9477,9477156,below18,469
9477,9477157,below18,637
9477,9477158,below18,227
9477,9477159,below18,258
9477,9477163,below18,258
9477,9477164,below18,171
9478,9478111,below18,880
9478,9478116,below18,972
9478,9478120,below18,936
9478,9478127,below18,274
9478,9478139,below18,3076
9478,9478143,below18,152
9478,9478144,below18,268
9478,9478145,below18,916
9478,9478155,below18,572
9478,9478165,below18,1453
9478,9478176,below18,790
9478,9478451,below18,1347
9478,9478453,below18,1347
9479,9479111,below18,139
9479,9479112,below18,695
9479,9479126,below18,165
9479,9479127,below18,231
9479,9479129,below18,481
9479,9479135,below18,414
9479,9479136,below18,2554
9479,9479138,below18,225
9479,9479145,below18,337
9479,9479147,below18,151
9479,9479150,below18,470
9479,9479152,below18,2087
9479,9479158,below18,220
9479,9479159,below18,193
9479,9479161,below18,331
9479,9479166,below18,436
9479,9479169,below18,1527
9479,9479453,below18,1133
9479,9479455,below18,1133
9479,9479456,below18,1133
9479,9479457,below18,1133
9479,9479459,below18,1133
9479,9479460,below18,1133
9479,9479461,below18,1133
9479,9479462,below18,1133
9479,9479463,below18,1133
9571,9571111,below18,172
9571,9571113,below18,413
9571,9571114,below18,472
9571,9571115,below18,944
9571,9571122,below18,181
9571,9571125,below18,189
9571,9571127,below18,602
9571,9571128,below18,150
9571,9571130,below18,333
9571,9571132,below18,379
9571,9571134,below18,214
9571,9571135,below18,976
9571,9571136,below18,1899
9571,9571137,below18,286
9571,9571139,below18,464
9571,9571141,below18,324
9571,9571145,below18,2192
9571,9571146,below18,381
9571,9571152,below18,299
9571,9571154,below18,162
9571,9571155,below18,213
9571,9571165,below18,1661
9571,9571166,below18,1509
9571,9571169,below18,190
9571,9571170,below18,339
9571,9571171,below18,574
9571,9571174,below18,978
9571,9571175,below18,617
9571,9571177,below18,537
9571,9571178,below18,294
9571,9571179,below18,279
9571,9571180,below18,1418
9571,9571181,below18,384
9571,9571183,below18,264
9571,9571188,below18,92
9571,9571189,below18,312
9571,9571190,below18,841
9571,9571192,below18,127
9571,9571193,below18,1577
9571,9571194,below18,223
9571,9571196,below18,602
9571,9571198,below18,458
9571,9571199,below18,586
9571,9571200,below18,504
9571,9571205,below18,184
9571,9571208,below18,174
9571,9571214,below18,1015
9571,9571216,below18,354
9571,9571217,below18,551
9571,9571218,below18,245
9571,9571222,below18,187
9571,9571223,below18,229
9571,9571224,below18,363
9571,9571225,below18,195
9571,9571226,below18,1090
9571,9571227,below18,209
9571,9571228,below18,337
9571,9571229,below18,543
9571,9571451,below18,624
9572,9572111,below18,1443
9572,9572114,below18,543
9572,9572115,below18,1329
9572,9572119,below18,821
9572,9572120,below18,513
9572,9572121,below18,2401
9572,9572126,below18,239
9572,9572127,below18,471
9572,9572130,below18,872
9572,9572131,below18,1619
9572,9572132,below18,3975
9572,9572133,below18,598
9572,9572135,below18,2333
9572,9572137,below18,429
9572,9572139,below18,340
9572,9572141,below18,258
9572,9572142,below18,941
9572,9572143,below18,310
9572,9572147,below18,272
9572,9572149,below18,802
9572,9572154,below18,479
9572,9572158,below18,904
9572,9572159,below18,247
9572,9572160,below18,396
9572,9572164,below18,1274
9572,9572451,below18,1094
9572,9572452,below18,1094
9572,9572453,below18,1094
9572,9572454,below18,1094
9572,9572455,below18,1094
9572,9572456,below18,1094
9572,9572457,below18,1094
9572,9572458,below18,1094
9572,9572459,below18,1094
9572,9572460,below18,1094
9573,9573111,below18,305
9573,9573114,below18,2035
9573,9573115,below18,649
9573,9573120,below18,1694
9573,9573122,below18,2652
9573,9573123,below18,593
9573,9573124,below18,383
9573,9573125,below18,1566
9573,9573126,below18,457
9573,9573127,below18,1957
9573,9573129,below18,235
9573,9573130,below18,1092
9573,9573133,below18,918
9573,9573134,below18,4368
9574,9574111,below18,164
9574,9574112,below18,2473
9574,9574117,below18,1848
9574,9574120,below18,181
9574,9574123,below18,2389
9574,9574128,below18,654
9574,9574129,below18,236
9574,9574131,below18,319
9574,9574132,below18,1972
9574,9574135,below18,346
9574,9574138,below18,4326
9574,9574139,below18,1091
9574,9574140,below18,485
9574,9574141,below18,737
9574,9574145,below18,248
9574,9574146,below18,375
9574,9574147,below18,819
9574,9574150,below18,409
9574,9574152,below18,1994
9574,9574154,below18,806
9574,9574155,below18,1319
9574,9574156,below18,1412
9574,9574157,below18,1314
9574,9574158,below18,502
9574,9574160,below18,298
9574,9574161,below18,276
9574,9574164,below18,720
9574,9574451,below18,1393
9574,9574452,below18,1393
9574,9574453,below18,1393
9574,9574454,below18,1393
9574,9574455,below18,1393
9574,9574456,below18,1393
9574,9574457,below18,1393
9574,9574458,below18,1393
9574,9574460,below18,1393
9574,9574461,below18,1393
9574,9574462,below18,1393
9574,9574463,below18,1393
9574,9574464,below18,1393
9574,9574465,below18,1393
9575,9575112,below18,1890
9575,9575113,below18,227
9575,9575115,below18,577
9575,9575116,below18,434
9575,9575117,below18,289
9575,9575118,below18,645
9575,9575119,below18,398
9575,9575121,below18,979
9575,9575122,below18,183
9575,9575124,below18,103
9575,9575125,below18,441
9575,9575127,below18,157
9575,9575128,below18,213
9575,9575129,below18,277
9575,9575130,below18,101
9575,9575133,below18,166
9575,9575134,below18,160
9575,9575135,below18,382
9575,9575138,below18,166
9575,9575143,below18,273
9575,9575144,below18,315
9575,9575145,below18,928
9575,9575146,below18,193
9575,9575147,below18,171
9575,9575150,below18,198
9575,9575152,below18,363
9575,9575153,below18,2117
9575,9575155,below18,121
9575,9575156,below18,454
9575,9575157,below18,157
9575,9575161,below18,722
9575,9575163,below18,145
9575,9575165,below18,364
9575,9575166,below18,224
9575,9575167,below18,530
9575,9575168,below18,1071
9575,9575179,below18,183
9575,9575181,below18,290
9575,9575451,below18,539
9576,9576111,below18,924
9576,9576113,below18,1406
9576,9576117,below18,865
9576,9576121,below18,1162
9576,9576122,below18,1247
9576,9576126,below18,752
9576,9576127,below18,2334
9576,9576128,below18,594
9576,9576132,below18,1215
9576,9576137,below18,1084
9576,9576141,below18,586
9576,9576142,below18,678
9576,9576143,below18,4073
9576,9576147,below18,756
9576,9576148,below18,898
9576,9576151,below18,2468
9576,9576451,below18,1622
9576,9576452,below18,1622
9576,9576453,below18,1622
9576,9576454,below18,1622
9576,9576455,below18,1622
9577,9577111,below18,180
9577,9577113,below18,174
9577,9577114,below18,369
9577,9577115,below18,245
9577,9577120,below18,181
9577,9577122,below18,308
9577,9577125,below18,632
9577,9577127,below18,163
9577,9577133,below18,131
9577,9577136,below18,2681
9577,9577138,below18,444
9577,9577140,below18,450
9577,9577141,below18,151
9577,9577148,below18,357
9577,9577149,below18,222
9577,9577150,below18,166
9577,9577151,below18,229
9577,9577158,below18,675
9577,9577159,below18,268
9577,9577161,below18,1252
9577,9577162,below18,277
9577,9577163,below18,238
9577,9577168,below18,292
9577,9577172,below18,181
9577,9577173,below18,2216
9577,9577177,below18,3028
9577,9577179,below18,216
9671,9671111,below18,2936
9671,9671112,below18,968
9671,9671113,below18,228
9671,9671114,below18,1232
9671,9671119,below18,326
9671,9671120,below18,521
9671,9671121,below18,1557
9671,9671122,below18,2780
9671,9671124,below18,1402
9671,9671126,below18,380
9671,9671127,below18,338
9671,9671128,below18,107
9671,9671130,below18,2112
9671,9671133,below18,666
9671,9671134,below18,1231
9671,9671135,below18,285
9671,9671136,below18,1352
9671,9671138,below18,350
9671,9671139,below18,844
9671,9671140,below18,1467
9671,9671141,below18,329
9671,9671143,below18,1752
9671,9671148,below18,292
9671,9671150,below18,574
9671,9671152,below18,738
9671,9671153,below18,218
9671,9671155,below18,1453
9671,9671156,below18,687
9671,9671157,below18,339
9671,9671159,below18,272
9671,9671160,below18,288
9671,9671162,below18,157
9671,9671451,below18,1149
9671,9671453,below18,1149
9671,9671456,below18,1149
9671,9671457,below18,1149
9671,9671458,below18,1149
9671,9671459,below18,1149
9671,9671460,below18,1149
9671,9671461,below18,1149
9672,9672111,below18,149
9672,9672112,below18,682
9672,9672113,below18,910
9672,9672114,below18,3139
9672,9672117,below18,1267
9672,9672121,below18,490
9672,9672122,below18,224
9672,9672124,below18,330
9672,9672126,below18,98
9672,9672127,below18,1723
9672,9672131,below18,644
9672,9672134,below18,266
9672,9672135,below18,1127
9672,9672136,below18,612
9672,9672138,below18,371
9672,9672139,below18,911
9672,9672140,below18,789
9672,9672142,below18,158
9672,9672143,below18,178
9672,9672145,below18,184
9672,9672149,below18,291
9672,9672155,below18,116
9672,9672157,below18,143
9672,9672161,below18,300
9672,9672163,below18,505
9672,9672166,below18,285
9672,9672451,below18,957
9672,9672454,below18,957
9672,9672455,below18,957
9672,9672456,below18,957
9672,9672457,below18,957
9672,9672458,below18,957
9672,9672461,below18,957
9672,9672462,below18,957
9672,9672463,below18,957
9672,9672464,below18,957
9672,9672465,below18,957
9672,9672466,below18,957
9672,9672468,below18,957
9673,9673113,below18,119
9673,9673114,below18,2491
9673,9673116,below18,297
9673,9673117,below18,784
9673,9673123,below18,396
9673,9673126,below18,132
9673,9673127,below18,154
9673,9673129,below18,105
9673,9673130,below18,149
9673,9673131,below18,108
9673,9673133,below18,204
9673,9673134,below18,168
9673,9673135,below18,605
9673,9673136,below18,238
9673,9673141,below18,1007
9673,9673142,below18,920
9673,9673146,below18,269
9673,9673147,below18,153
9673,9673149,below18,444
9673,9673151,below18,228
9673,9673153,below18,500
9673,9673156,below18,179
9673,9673160,below18,243
9673,9673161,below18,438
9673,9673162,below18,385
9673,9673163,below18,180
9673,9673167,below18,166
9673,9673170,below18,199
9673,9673171,below18,169
9673,9673172,below18,167
9673,9673173,below18,298
9673,9673174,below18,166
9673,9673175,below18,166
9673,9673182,below18,136
9673,9673183,below18,234
9673,9673184,below18,236
9673,9673186,below18,303
9673,9673451,below18,467
9673,9673452,below18,467
9673,9673453,below18,467
9673,9673454,below18,467
9673,9673455,below18,467
9673,9673456,below18,467
9673,9673457,below18,467
9673,9673458,below18,467
9674,9674111,below18,264
9674,9674118,below18,163
9674,9674120,below18,143
9674,9674121,below18,221
9674,9674129,below18,597
9674,9674130,below18,1145
9674,9674133,below18,887
9674,9674139,below18,194
9674,9674147,below18,2311
9674,9674149,below18,871
9674,9674153,below18,331
9674,9674159,below18,635
9674,9674160,below18,201
9674,9674163,below18,1133
9674,9674164,below18,572
9674,9674171,below18,523
9674,9674180,below18,415
9674,9674184,below18,268
9674,9674187,below18,499
9674,9674190,below18,290
9674,9674195,below18,517
9674,9674201,below18,188
9674,9674210,below18,264
9674,9674219,below18,338
9674,9674221,below18,862
9674,9674223,below18,109
9675,9675111,below18,133
9675,9675112,below18,342
9675,9675113,below18,193
9675,9675114,below18,156
9675,9675116,below18,158
9675,9675117,below18,1143
9675,9675127,below18,420
9675,9675131,below18,247
9675,9675139,below18,797
9675,9675141,below18,3659
9675,9675142,below18,288
9675,9675144,below18,331
9675,9675146,below18,330
9675,9675147,below18,610
9675,9675148,below18,203
9675,9675149,below18,369
9675,9675150,below18,168
9675,9675155,below18,192
9675,9675156,below18,256
9675,9675158,below18,483
9675,9675161,below18,279
9675,9675162,below18,134
9675,9675165,below18,611
9675,9675166,below18,122
9675,9675167,below18,179
9675,9675169,below18,240
9675,9675170,below18,193
9675,9675174,below18,1291
9675,9675177,below18,209
9675,9675178,below18,812
9675,9675179,below18,274
9676,9676111,below18,217
9676,9676112,below18,618
9676,9676116,below18,657
9676,9676117,below18,393
9676,9676118,below18,256
9676,9676119,below18,373
9676,9676121,below18,1663
9676,9676122,below18,1793
9676,9676123,below18,598
9676,9676124,below18,377
9676,9676125,below18,809
9676,9676126,below18,673
9676,9676128,below18,338
9676,9676131,below18,331
9676,9676132,below18,649
9676,9676133,below18,935
9676,9676134,below18,988
9676,9676135,below18,264
9676,9676136,below18,860
9676,9676139,below18,1516
9676,9676140,below18,820
9676,9676141,below18,398
9676,9676143,below18,261
9676,9676144,below18,813
9676,9676145,below18,1396
9676,9676151,below18,289
9676,9676153,below18,104
9676,9676156,below18,321
9676,9676158,below18,252
9676,9676160,below18,1198
9676,9676165,below18,330
9676,9676169,below18,759
9676,9676452,below18,843
9676,9676455,below18,843
9677,9677114,below18,1330
9677,9677116,below18,135
9677,9677119,below18,393
9677,9677120,below18,274
9677,9677122,below18,316
9677,9677125,below18,348
9677,9677126,below18,353
9677,9677127,below18,492
9677,9677128,below18,173
9677,9677129,below18,693
9677,9677131,below18,1499
9677,9677132,below18,159
9677,9677133,below18,220
9677,9677135,below18,293
9677,9677137,below18,220
9677,9677142,below18,213
9677,9677146,below18,285
9677,9677148,below18,2545
9677,9677149,below18,281
9677,9677151,below18,578
9677,9677154,below18,737
9677,9677155,below18,2174
9677,9677157,below18,1671
9677,9677159,below18,124
9677,9677164,below18,116
9677,9677165,below18,169
