district,municipality,centroid_x,centroid_y
3257,3257005,506623.707008964,5788075.64583411
3257,3257006,525421.904727993,5799096.69261248
3257,3257007,521033.496394481,5799255.74861282
3257,3257008,508652.856378819,5786076.45938656
3257,3257009,502696.27537699,5793525.96537026
3257,3257010,522012.589957085,5808857.8010521
3257,3257011,526978.051806677,5804026.34365769
3257,3257012,507380.582846441,5786665.36997499
3257,3257013,508882.932651782,5795008.48120637
3257,3257014,507132.846408493,5797529.05212325
3257,3257015,519021.132321803,5798510.05624614
3257,3257016,524292.863527727,5802033.5785256
3257,3257017,523956.23481047,5787651.23992337
3257,3257018,527048.440738906,5791904.76882649
3257,3257019,514599.856629549,5801712.58712927
3257,3257020,519604.147884344,5801203.70796121
3257,3257021,517087.30229453,5800663.08555666
3257,3257022,505915.793978122,5786315.97771406
3257,3257023,508221.192966185,5799681.05562056
3257,3257024,526983.783032749,5789967.22885595
3257,3257025,509918.342182442,5801196.34714644
3257,3257026,511005.353053936,5793757.9819613
3257,3257027,512160.536514755,5801058.49993195
3257,3257028,509917.645877928,5790373.64321367
3257,3257029,522754.56325328,5790397.62204953
3257,3257030,512344.926179633,5804235.71320631
3257,3257031,507554.648254141,5780497.15146022
3257,3257032,524927.767065903,5795604.48600362
3257,3257033,517059.48305997,5805179.27619683
3257,3257034,506368.589215105,5795011.3461219
3257,3257035,514835.155072209,5795215.57186037
3257,3257036,527201.642703406,5801339.78104075
3257,3257037,508682.199002385,5804472.6865797
3257,3257038,515933.409242629,5807683.79473673
3351,3351001,569858.364143785,5823935.15529476
3351,3351002,587638.390830125,5829460.08975863
3351,3351003,585017.651815507,5834467.5291094
3351,3351004,567357.23827923,5849126.30885972
3351,3351005,582772.195662466,5819099.05760834
3351,3351006,574048.056536004,5833349.5248266
3351,3351007,581293.871069615,5822449.65992109
3351,3351008,590916.395859433,5836583.26877259
3351,3351010,579496.845721359,5860135.39566843
3351,3351012,563750.16351734,5830619.02592759
3351,3351015,592206.762012938,5827791.88640453
3351,3351016,584474.667614548,5831504.89600221
3351,3351017,587844.846313304,5822412.69216835
3351,3351018,574590.845084162,5821983.80713521
3351,3351021,577622.5786529,5820103.69378515
3351,3351022,581607.886623005,5826057.72857772
3351,3351023,555500.998251557,5832848.34488439
3351,3351024,559776.846539235,5839240.81642128
3351,3351025,585805.749345843,5844517.79010099
3351,3351026,578612.091484984,5853057.33309139
3351,3351501,559090.711990308,5851651.35573958
3352,3352002,501735.139441225,5938022.20615074
3352,3352004,499154.608961697,5962353.69772671
3352,3352008,498920.103864313,5954376.35909228
3352,3352011,479959.699012401,5963834.83930952
3352,3352020,514599.818607223,5943978.50310702
3352,3352022,509604.714835394,5948573.17232864
3352,3352024,506850.665546538,5937260.54935228
3352,3352025,492907.393866244,5953442.70367478
3352,3352029,506938.41503857,5943122.82083427
3352,3352032,474400.116573514,5923014.87727308
3352,3352036,502145.222601102,5945821.05909935
3352,3352038,493019.33276345,5958260.58400144
3352,3352039,501753.114181199,5960855.50309822
3352,3352041,487638.208527185,5957630.11823135
3352,3352042,510113.078421672,5955859.44163388
3352,3352043,495915.873433267,5949532.03582301
3352,3352044,514610.304612591,5953119.03034305
3352,3352045,496444.556988011,5958216.40170736
3352,3352046,493367.105231093,5962583.42919675
3352,3352050,482275.925165449,5932406.40541028
3352,3352051,492162.711948338,5947542.29633238
3352,3352052,498127.087876333,5945145.73594412
3352,3352055,485433.798753204,5952842.90573006
3352,3352056,503346.687391803,5953812.44801939
3352,3352059,488504.644823934,5921295.63041561
3352,3352060,475036.887967571,5911170.18702208
3352,3352061,472361.547075128,5952530.03136975
3352,3352062,485317.475277698,5941146.24327195
3352,3352063,505133.369380835,5959545.61613218
3353,3353001,549967.086268865,5915994.74296329
3353,3353002,564900.21058802,5903888.21463873
3353,3353003,564867.548421607,5909983.44726995
3353,3353004,570394.217370026,5906347.14844249
3353,3353005,557187.032994393,5908259.74114409
3353,3353006,546540.447293061,5906958.91303488
3353,3353007,586184.937002573,5917023.81661829
3353,3353008,551220.873792209,5909264.9164856
3353,3353009,570164.486363626,5892784.06002319
3353,3353010,576728.833375954,5894700.95276317
3353,3353011,572626.716252852,5898847.68409635
3353,3353012,577920.88914635,5904217.88828917
3353,3353013,574094.651105944,5895423.26712034
3353,3353014,540752.128678518,5911465.31175528
3353,3353015,556220.839692564,5900109.71577188
3353,3353016,565984.691927328,5900590.46722194
3353,3353017,565433.147729584,5911527.16929477
3353,3353018,542021.736765105,5906975.63860555
3353,3353019,546515.441402068,5913083.70617639
3353,3353020,562306.609678403,5906688.61386232
3353,3353021,550325.675759953,5907477.45558039
3353,3353022,543894.690993764,5898124.95270695
3353,3353023,589881.800430246,5916925.26943767
3353,3353024,567229.220712004,5907319.51648852
3353,3353025,547247.198596461,5917435.15564041
3353,3353026,552874.84555734,5920574.9697481
3353,3353027,549915.187312327,5897707.80750599
3353,3353028,543573.700121197,5914619.01740097
3353,3353029,559321.62786348,5916643.54510319
3353,3353030,578788.786909155,5897666.3372931
3353,3353031,568232.072499868,5915946.23137964
3353,3353032,573796.838709776,5915263.30543397
3353,3353033,594123.220868663,5915672.26649976
3353,3353034,573448.712907274,5903145.25485238
3353,3353035,549058.320960722,5903444.97659561
3353,3353036,561790.796792348,5895633.80906395
3353,3353037,581554.999567545,5902608.03145719
3353,3353038,553209.7113493,5898528.0346251
3353,3353039,551516.31959873,5911675.4821157
3353,3353040,580088.37358495,5911847.4879047
3353,3353041,543695.570258223,5901755.53766017
3353,3353042,575710.333399232,5906558.93170835
3354,3354001,630882.210575507,5861763.89935115
3354,3354002,629732.678407267,5868439.86297861
3354,3354003,644876.462523524,5890245.35803354
3354,3354004,640920.820261915,5884764.68278562
3354,3354005,665981.691844365,5877463.80069064
3354,3354006,629963.024680764,5887908.80972038
3354,3354007,658966.437180932,5879129.55409409
3354,3354008,647207.780359869,5883105.336469
3354,3354009,633100.690184933,5891769.48769957
3354,3354010,663107.839584566,5881535.0034731
3354,3354011,637844.084087168,5879081.07736211
3354,3354012,633314.176394241,5883646.39966806
3354,3354013,637578.037235279,5873660.63672
3354,3354014,651615.909469698,5883996.86199838
3354,3354015,656155.07543929,5865094.58175245
3354,3354016,636793.969097718,5867017.24314427
3354,3354017,648400.528190142,5865073.90675818
3354,3354018,644955.578505513,5872807.35731168
3354,3354019,627145.895126435,5897505.2064376
3354,3354020,660607.9851292,5870017.05810833
3354,3354021,670266.500326853,5878381.30758338
3354,3354022,625652.730673726,5861583.79665686
3354,3354023,653616.612130487,5875353.61195982
3354,3354024,631387.979111871,5874150.57870448
3354,3354025,650780.361463798,5869489.01509795
3354,3354026,642068.04255248,5866077.24206508
3354,3354027,627628.796201747,5880504.6731022
3354,3354501,662787.071999067,5873928.46748576
3354,3354502,622748.583731212,5886532.7090519
3355,3355001,596977.445504283,5905153.35873543
3355,3355002,580920.62931333,5886865.02036607
3355,3355003,598922.520106942,5913848.16208442
3355,3355004,591902.749803836,5906905.63537756
3355,3355005,601813.702268341,5898460.62420975
3355,3355006,591713.158600119,5888719.81505338
3355,3355007,593273.23989519,5911888.89408975
3355,3355008,587135.957863649,5887748.0052855
3355,3355009,615482.157453767,5906322.36483136
3355,3355010,616574.427387929,5890538.70142303
3355,3355011,596455.599519141,5910668.74134634
3355,3355012,616834.83004968,5897781.23705632
3355,3355013,613572.276610231,5895426.08442171
3355,3355014,596344.79633909,5894500.45235104
3355,3355015,601643.407615918,5910897.83641026
3355,3355016,588882.291488213,5892833.15556418
3355,3355017,589132.93158081,5911153.27305188
3355,3355018,606872.99377242,5912408.05328509
3355,3355019,603121.541739108,5913056.59423882
3355,3355020,585710.203571289,5900211.85289929
3355,3355021,605631.591154053,5908603.4477071
3355,3355022,594522.86107073,5900028.87518498
3355,3355023,586667.298836028,5904222.19318663
3355,3355024,593820.218922032,5892742.53053977
3355,3355025,622858.242636297,5892621.45588135
3355,3355026,609068.540905221,5904082.63512245
3355,3355027,582104.689333171,5891253.23348082
3355,3355028,584555.616630834,5907407.75518511
3355,3355029,577474.875208595,5881995.26698634
3355,3355030,604902.991654984,5900136.98401411
3355,3355031,588683.765768801,5901436.94977155
3355,3355032,603912.677993288,5905258.4073146
3355,3355033,599921.981512773,5906609.95806117
3355,3355034,575945.582292645,5889175.64309629
3355,3355035,587196.074122661,5896103.91470774
3355,3355036,609629.115314772,5898097.81805569
3355,3355037,621828.482373386,5896874.77050898
3355,3355038,604340.125609025,5895169.34789098
3355,3355039,589299.901492396,5904536.54908631
3355,3355040,598553.071535393,5896681.57958267
3355,3355041,582687.110493418,5898184.30334268
3355,3355042,591152.12394203,5910232.68269065
3355,3355049,632094.517048803,5901481.94370323
3356,3356001,484921.172432049,5911827.70418811
3356,3356002,500708.340944615,5892399.92526086
3356,3356003,488720.802464123,5905521.562133
3356,3356004,490006.779268648,5913350.74542877
3356,3356005,493073.375400368,5891039.44863888
3356,3356006,486811.601829082,5909534.06419699
3356,3356007,486156.459715659,5900740.60942068
3356,3356008,481906.82085158,5893716.26195936
3356,3356009,472378.801870433,5900200.55194924
3356,3356010,493819.537326455,5908440.16953246
3356,3356011,496226.439696688,5900060.31215926
3357,3357001,520531.376115336,5878167.35045476
3357,3357002,504168.600912295,5933609.87292781
3357,3357003,520483.687555538,5915676.29578729
3357,3357004,499010.069877208,5921253.05030295
3357,3357005,520663.987705955,5888237.77661455
3357,3357006,534425.298636215,5879613.56978437
3357,3357007,503926.628397969,5905689.45791206
3357,3357008,511149.384780536,5926927.84948195
3357,3357009,535787.989557919,5882657.94954303
3357,3357010,511741.403773417,5896319.90022959
3357,3357011,516143.013097741,5918445.57198105
3357,3357012,501853.80410693,5930889.94954437
3357,3357013,525366.626368583,5900427.29850616
3357,3357014,519823.73645164,5921430.41176895
3357,3357015,545259.326846563,5892051.8930076
3357,3357016,501516.160549357,5914504.62693298
3357,3357017,530074.226904302,5903644.37649534
3357,3357018,519397.749155034,5895611.54807144
3357,3357019,531591.854117836,5900265.56569962
3357,3357020,518144.714948192,5884387.15064831
3357,3357021,523807.528803952,5909171.01537073
3357,3357022,515192.429434596,5878936.63401137
3357,3357023,533205.410101562,5896636.17161485
3357,3357024,530859.760735472,5880753.09075102
3357,3357025,540315.301509979,5882232.5441678
3357,3357026,504225.764065672,5901651.02627632
3357,3357027,497988.817935589,5928243.32172377
3357,3357028,514960.089202903,5892524.52060886
3357,3357029,537614.941957364,5906458.16965627
3357,3357030,511398.016290454,5900559.24654637
3357,3357031,528366.443898052,5875708.83431798
3357,3357032,529810.934364061,5906997.30510813
3357,3357033,538608.886395044,5894786.76707463
3357,3357034,534471.962360078,5906794.90569559
3357,3357035,503270.213507197,5925471.04399908
3357,3357036,511091.02063075,5907597.14481982
3357,3357037,514807.354318164,5888312.70787894
3357,3357038,508088.190056984,5907395.6071934
3357,3357039,524645.957710489,5885080.55060485
3357,3357040,508857.015393106,5916829.9177283
3357,3357041,532805.366785006,5890584.74069368
3357,3357042,515607.06123255,5909586.67872832
3357,3357043,513369.794681492,5913213.78815312
3357,3357044,534226.469514761,5903326.10496766
3357,3357045,514345.795828529,5883428.46310001
3357,3357046,538357.333274279,5898396.7175672
3357,3357047,504642.53505997,5897195.1324984
3357,3357048,537305.832579424,5904095.62777047
3357,3357049,541460.084681861,5893852.50701699
3357,3357050,532479.641282996,5909281.99963654
3357,3357051,537275.445195833,5871627.70212599
3357,3357052,508229.625232404,5891400.18663607
3357,3357053,509051.945074083,5898664.51411209
3357,3357054,524283.207644879,5873879.10245643
3357,3357055,505284.200515573,5893366.34833722
3357,3357056,535016.01438979,5912405.61554625
3357,3357057,517557.928238029,5903216.94348163
3358,3358001,534378.315799407,5845149.93728507
3358,3358002,566535.101349284,5885749.82724771
3358,3358003,532651.215476486,5848990.28809234
3358,3358005,547375.383107451,5834744.93599533
3358,3358006,541885.45802132,5842739.26754296
3358,3358007,546846.786219357,5839650.87369257
3358,3358008,549736.822721039,5861828.37631646
3358,3358009,529322.112102981,5844752.14696181
3358,3358010,536343.777902205,5838898.15858637
3358,3358011,537354.269210708,5842679.8756171
3358,3358012,543317.341207699,5840808.60839966
3358,3358013,525388.272596724,5851480.4850097
3358,3358014,540254.090584968,5846340.76210411
3358,3358015,545779.277350829,5830068.97428129
3358,3358016,574917.837845036,5872026.41961959
3358,3358017,546770.955945002,5878171.45506149
3358,3358018,524707.329826425,5845751.03697313
3358,3358019,553734.237222875,5886574.4105835
3358,3358020,542232.740063329,5835524.68829121
3358,3358021,557481.128970468,5872157.14266813
3358,3358023,566205.508859056,5864701.06752674
3358,3358024,538422.325662992,5856937.97944534
3358,3358501,552849.606796451,5853593.59279493
3359,3359001,535671.395123205,5934667.48829136
3359,3359002,529274.775359197,5915958.94093353
3359,3359003,540037.029590866,5921233.47498457
3359,3359004,507306.852241361,5964872.87001454
3359,3359005,530088.704181731,5924820.30609218
3359,3359006,541335.444592746,5918201.28245348
3359,3359007,537435.000208768,5925551.85142596
3359,3359008,525136.938343085,5920577.78829124
3359,3359009,517080.885345471,5941350.82915152
3359,3359010,545936.587388808,5923987.76410938
3359,3359011,531098.827534057,5930359.32448957
3359,3359012,535676.708184057,5932271.30291469
3359,3359013,524307.808092818,5951215.74965016
3359,3359014,523180.278697066,5937653.30987051
3359,3359015,520945.217492958,5945790.81527973
3359,3359016,513322.344981128,5934765.59619304
3359,3359017,525887.88510806,5931053.34503731
3359,3359018,518476.982315617,5964336.27394277
3359,3359019,517756.947261562,5948173.50000587
3359,3359020,540629.853134363,5936416.48963875
3359,3359021,539307.951784537,5932407.31191616
3359,3359022,524692.439669968,5941850.1757134
3359,3359023,533879.808560056,5922434.73390372
3359,3359024,520610.879894736,5934007.78963341
3359,3359025,520105.558864989,5941391.96457315
3359,3359026,535651.565064994,5938573.59444322
3359,3359027,537053.07809157,5929068.74074161
3359,3359028,546646.411798881,5930999.79638701
3359,3359029,512773.872843547,5939165.53005799
3359,3359030,513668.881287314,5965350.344963
3359,3359031,520918.875629547,5926810.85038791
3359,3359032,541693.230535809,5933664.78198303
3359,3359033,541230.782534279,5930688.32831557
3359,3359034,540108.433745866,5926941.39996219
3359,3359035,515195.73137219,5959826.12683639
3359,3359036,517513.902998447,5936669.49116838
3359,3359037,537465.951269183,5915495.52598031
3359,3359038,530410.452935048,5939904.09659037
3359,3359039,538991.557222134,5936099.11007078
3359,3359040,520426.962051762,5957819.81818209
3360,3360001,608381.05628709,5889762.05656088
3360,3360002,606493.018673461,5881588.35352752
3360,3360003,602352.850555052,5878334.35204583
3360,3360004,599275.393104886,5888812.85046498
3360,3360005,614180.327809759,5856226.70430223
3360,3360006,595002.548970455,5876022.16260799
3360,3360007,588290.202808642,5865363.26224793
3360,3360008,605416.252396526,5876648.92587246
3360,3360009,595358.282530805,5868873.98066987
3360,3360010,591249.329358264,5880592.38532565
3360,3360011,615106.187699344,5885256.50667986
3360,3360012,602562.819659337,5884925.50109313
3360,3360013,611710.667808208,5851779.62030477
3360,3360014,597798.607687641,5880163.8524163
3360,3360015,613836.12675303,5875252.56315122
3360,3360016,612349.145783243,5871008.51189305
3360,3360017,610801.108729384,5884608.35018706
3360,3360018,620710.158008501,5873642.93962908
3360,3360019,593897.058807986,5872466.2014756
3360,3360020,619591.697782423,5859190.75261389
3360,3360022,620574.378586513,5879922.88482032
3360,3360023,595860.857393555,5859507.05907623
3360,3360024,619411.252733894,5866983.07674873
3360,3360025,605286.768974627,5870113.47939
3360,3360026,613792.556071386,5879511.22032529
3360,3360029,584505.430088564,5875866.00937924
3360,3360030,608388.558346242,5860941.09994819
3361,3361001,502671.059281355,5874551.53716491
3361,3361002,509186.648125035,5864346.61058914
3361,3361003,518061.603522348,5854808.27559661
3361,3361004,497861.045281789,5863311.96644868
3361,3361005,524267.32261294,5864449.69953341
3361,3361006,512258.050943219,5872245.80770618
3361,3361008,507351.386127788,5884395.39564967
3361,3361009,503342.835138637,5880343.03234921
3361,3361010,495954.037480406,5868571.9879019
3361,3361012,515879.923501773,5865333.65067477
3361,3361013,502555.915505461,5867826.63378774
3401,3401,476243.560961687,5877825.54680411
3402,3402,378925.151649832,5913981.435446
3403,3403,448119.058469193,5888632.99361727
3404,3404,434981.140435294,5792349.23993657
3405,3405,439573.582003981,5935714.72135817
3451,3451001,418907.080962764,5896163.39102929
3451,3451002,435083.368462667,5892975.44750733
3451,3451004,432568.056528962,5885830.97961187
3451,3451005,447365.895410395,5901589.23204822
3451,3451007,428115.407912848,5901928.44746691
3451,3451008,440337.957246738,5900903.37686124
3452,3452001,403250.349224405,5928275.71760655
3452,3452002,394404.841350266,5954389.65213091
3452,3452003,388462.565005111,5939363.97507123
3452,3452006,407216.013654597,5917137.35895983
3452,3452007,392638.877236948,5937778.18879586
3452,3452008,387448.068840089,5941237.95510558
3452,3452009,386878.219727191,5946240.03597681
3452,3452010,386602.757018023,5936813.18177531
3452,3452011,381063.591366251,5920484.26839133
3452,3452012,393955.900525223,5917997.52706665
3452,3452013,366643.503213797,5949379.38696669
3452,3452014,373345.940246183,5923692.62022022
3452,3452015,387862.088944765,5934511.29717596
3452,3452016,384375.454215588,5940338.59713546
3452,3452017,384887.853270784,5932050.7055673
3452,3452019,379216.727479508,5938098.46561025
3452,3452020,383824.757929159,5953121.30170789
3452,3452021,383261.522260861,5933500.36702513
3452,3452022,389306.270455248,5932583.72909286
3452,3452023,389346.741880645,5926076.51367514
3452,3452024,385023.794538044,5929552.35790821
3452,3452025,415444.645057002,5918627.47703473
3452,3452026,381608.868712757,5926886.27301409
3452,3452027,395405.071953913,5946401.34696614
3452,3452501,360263.620897255,5945525.38300357
3453,3453001,418606.337092835,5888324.77714304
3453,3453002,432302.909086925,5875574.75704409
3453,3453003,438491.578680437,5849260.61593894
3453,3453004,435134.193561771,5856722.80674891
3453,3453005,443878.954275784,5856380.93230263
3453,3453006,429938.886876553,5842362.34512648
3453,3453007,422409.871162103,5873733.72074895
3453,3453008,435610.013820483,5866998.02684941
3453,3453009,425917.873647256,5849744.66040458
3453,3453010,417688.330079518,5854447.81909634
3453,3453011,415987.938623866,5843845.04664697
3453,3453012,426272.594709229,5858932.79655735
3453,3453013,412517.87759627,5882793.28192278
3454,3454001,403880.460535642,5819284.90592196
3454,3454002,392983.924294079,5827861.20317758
3454,3454003,397923.547184848,5809657.40407461
3454,3454004,404965.612565092,5876764.87076032
3454,3454005,400719.676378325,5865198.3881932
3454,3454006,405346.472751244,5868759.67204431
3454,3454007,381796.293789013,5869431.07324804
3454,3454008,390182.854884484,5869881.7645678
3454,3454009,404565.903049122,5832649.02528604
3454,3454010,385132.851483349,5806907.24111652
3454,3454011,408305.503613756,5873556.75866963
3454,3454012,401302.803294594,5814818.58739951
3454,3454013,387531.810537201,5861210.89713946
3454,3454014,380918.20951974,5830333.10714922
3454,3454015,397937.609068626,5827730.74147773
3454,3454016,398519.774447902,5848564.59658031
3454,3454017,404330.98766137,5824534.91676208
3454,3454018,378780.866432645,5851081.20623795
3454,3454019,396613.62480332,5837346.54235232
3454,3454020,383831.406357271,5873540.247337
3454,3454021,407061.103437973,5837465.82210073
3454,3454022,412640.072335398,5871879.70463675
3454,3454023,402504.640346836,5849178.06891716
3454,3454024,395604.489958364,5846963.87219181
3454,3454025,388607.199623007,5865888.40970804
3454,3454026,406101.476930094,5845664.69042495
3454,3454027,406293.664859847,5852437.63494202
3454,3454028,395694.233078962,5822585.85033999
3454,3454029,388625.209482014,5856789.5011006
3454,3454030,389421.334957032,5873596.67450369
3454,3454031,401024.797208468,5824011.88531364
3454,3454032,387596.514069138,5820207.13911331
3454,3454033,409290.734700903,5866148.6827643
3454,3454034,393727.828233025,5807702.68652498
3454,3454035,384161.359236103,5840602.6464766
3454,3454036,394762.448271212,5814197.39046852
3454,3454037,395597.260935249,5868938.6340102
3454,3454038,393929.12079897,5873555.45013803
3454,3454039,381492.810191529,5859224.20620515
3454,3454040,379942.429122324,5856661.51531333
3454,3454041,392903.48304575,5879735.27180411
3454,3454042,413054.251716014,5864273.74733121
3454,3454043,391438.175875853,5861380.55403278
3454,3454044,383012.277156637,5881133.88810827
3454,3454045,387737.184070535,5797927.10145503
3454,3454046,401541.519245562,5806445.59078275
3454,3454047,399233.076085173,5854957.09493833
3454,3454048,405592.975125045,5859627.85521668
3454,3454049,395216.601859789,5803282.99607345
3454,3454050,392667.74516643,5850829.31897238
3454,3454051,400441.30293158,5872327.82911255
3454,3454052,379764.517432814,5862639.65465576
3454,3454053,397096.445855468,5817223.03934986
3454,3454054,371263.992762524,5836728.19468908
3454,3454055,417574.514100041,5862440.90959707
3454,3454056,381117.628938022,5865826.05096089
3454,3454057,410519.829292692,5856352.58944008
3454,3454058,398050.785725426,5860547.85268923
3454,3454059,404647.492900135,5828151.79200065
3454,3454060,393381.852211523,5864750.42760822
3455,3455007,425826.779049267,5934813.7193056
3455,3455014,433638.098985168,5927475.6835122
3455,3455015,431348.285568992,5933481.85407223
3455,3455020,429434.351558602,5945652.45713993
3455,3455021,427922.687272333,5960302.82952759
3455,3455025,434263.722525988,5914807.9570582
3455,3455026,441257.778144219,5915786.83800383
3455,3455027,430021.24436145,5917782.41716082
3456,3456001,371018.726350738,5795642.87530532
3456,3456002,354623.274440492,5831788.62193227
3456,3456003,377685.095460846,5806397.33391823
3456,3456004,362315.901798525,5822815.28706768
3456,3456005,369306.108776417,5827223.12892507
3456,3456006,351737.911931703,5815851.89619156
3456,3456007,358719.164790493,5821872.08490371
3456,3456008,358359.725093234,5814173.37747124
3456,3456009,361667.80786338,5827425.31849897
3456,3456010,373802.466887118,5802052.22898211
3456,3456011,348715.26329817,5819220.61660049
3456,3456012,348966.83270884,5830967.45848886
3456,3456013,361460.164482352,5814357.7701978
3456,3456014,362637.703341844,5818352.43041373
3456,3456015,370392.017800156,5812072.65498585
3456,3456016,382597.104483622,5792849.40687509
3456,3456017,366984.268986459,5823343.04496478
3456,3456018,376307.495942595,5800423.64949639
3456,3456019,360952.1747209,5831588.43865694
3456,3456020,381215.06299225,5795581.81112262
3456,3456023,356440.616476852,5817687.75257358
3456,3456024,345782.139634888,5822605.23901252
3456,3456025,376512.521578711,5819891.90408258
3456,3456026,353071.032760329,5823569.88652442
3456,3456027,378755.266358903,5797392.86659434
3457,3457002,348949.189007658,5940769.58142163
3457,3457003,403720.37729725,5903082.33860546
3457,3457006,409032.762105052,5896670.88849736
3457,3457008,409515.661241723,5900898.46519185
3457,3457009,411261.372448507,5909852.23103113
3457,3457010,407300.185997487,5907431.77752412
3457,3457011,405886.327734892,5903901.04242848
3457,3457012,388494.793871155,5904205.60737669
3457,3457013,397320.385177367,5900478.02930434
3457,3457014,395892.942813282,5909241.98002997
3457,3457015,403226.91766917,5911195.07272115
3457,3457016,404091.680632475,5900187.98276498
3457,3457017,407271.317873746,5889472.36092257
3457,3457018,402808.470285838,5886928.52543494
3457,3457019,411391.40411575,5907695.32150418
3457,3457020,417997.314626477,5907364.56935596
3457,3457021,388548.777603279,5891733.7301037
3457,3457022,395963.959606188,5889864.81044567
3457,3457024,383044.377929763,5895535.08564032
3457,3457501,358668.473167746,5940113.56533549
3458,3458001,472672.016138491,5857827.8489617
3458,3458002,466560.87241254,5852589.38725648
3458,3458003,461012.713589902,5868599.97715371
3458,3458004,475147.215023708,5863211.8619768
3458,3458005,468845.571698781,5877799.71172297
3458,3458006,474667.443308735,5869367.94388517
3458,3458007,448449.465854632,5866377.88518736
3458,3458008,471137.478391512,5862519.79397996
3458,3458009,454603.864816052,5877193.37652052
3458,3458010,459290.120656569,5884332.12433853
3458,3458011,477684.649376155,5865626.51719763
3458,3458012,468814.425159007,5866188.70486773
3458,3458013,443378.286205369,5878492.74027844
3458,3458014,459859.309637031,5859054.73519368
3458,3458015,467169.043250676,5858368.783703
3459,3459001,428938.799003242,5816660.75336588
3459,3459002,423693.54804075,5821283.40126227
3459,3459003,457866.343168501,5796923.54849821
3459,3459004,435233.51963623,5777902.3026201
3459,3459005,437218.038762562,5772413.13594683
3459,3459006,442150.344873933,5772245.04528615
3459,3459007,431116.139158861,5832411.90179554
3459,3459008,441492.069543903,5797756.89853849
3459,3459009,413545.414094985,5831532.16280363
3459,3459010,428415.451382933,5824208.97947612
3459,3459011,411377.893550907,5825557.27351227
3459,3459012,446752.474622741,5790390.91746694
3459,3459013,450955.246886887,5807267.01082709
3459,3459014,431739.957373866,5807841.66261174
3459,3459015,445651.571185855,5774838.85106638
3459,3459016,418749.832040815,5825108.11007733
3459,3459017,410598.577886273,5818115.50733836
3459,3459018,433133.448901682,5825691.30130432
3459,3459019,436795.989024833,5784206.29454037
3459,3459020,429136.697891166,5783337.97055077
3459,3459021,428970.220655536,5788081.91287104
3459,3459022,442916.862047108,5780261.10603732
3459,3459023,420884.667077202,5828396.22019702
3459,3459024,455786.572192785,5783071.56979993
3459,3459025,419903.942393339,5836432.39421985
3459,3459026,418297.365787452,5815368.80077901
3459,3459027,420193.646638842,5806902.82688498
3459,3459028,423869.852163782,5830396.94553773
3459,3459029,445800.023722787,5803173.66840108
3459,3459030,430225.42706168,5836931.69212669
3459,3459031,433581.433540211,5815707.97726076
3459,3459032,414305.710356581,5810496.90158716
3459,3459033,433541.472445163,5799830.08607828
3459,3459034,429598.988699045,5770202.37549661
3460,3460001,442281.166179721,5843035.7055094
3460,3460002,448415.796959455,5819839.09563576
3460,3460003,439145.031490001,5834923.49572646
3460,3460004,459645.201606428,5846933.76850562
3460,3460005,440650.046128274,5825037.76958899
3460,3460006,448021.723441078,5834884.63427448
3460,3460007,438938.656564254,5816739.64350355
3460,3460008,447367.083623202,5827484.8341488
3460,3460009,451775.880524287,5843719.79403052
3460,3460010,453724.021085237,5853762.44066732
3461,3461001,465034.356657534,5890897.53632042
3461,3461002,464291.320617729,5909482.49501044
3461,3461003,456073.208284527,5933826.27462393
3461,3461004,459172.530205916,5897255.99631307
3461,3461005,450326.61150141,5912168.57274498
3461,3461006,473060.473567832,5887575.86840792
3461,3461007,463900.461347433,5927421.04945416
3461,3461008,457472.526479459,5907301.01919964
3461,3461009,459640.359133004,5919152.46393296
3462,3462001,404558.053414076,5936596.14884325
3462,3462002,409549.016961793,5938318.93019402
3462,3462003,407309.820610306,5946479.2737508
3462,3462004,396602.197580471,5935067.54701748
3462,3462005,422955.957313071,5923554.77944633
3462,3462006,403922.915352501,5944569.27554966
3462,3462007,403238.870864719,5956330.34132365
3462,3462008,405824.063931953,5940321.78240532
3462,3462009,396033.465638498,5939587.47393714
3462,3462010,412674.468208109,5949111.07043232
3462,3462011,401210.111757432,5936837.84277395
3462,3462012,402405.29180647,5941172.06030911
3462,3462013,398828.138417115,5940094.36962863
3462,3462014,416536.821665471,5958779.03633026
3462,3462015,411687.861736637,5943890.35191749
3462,3462016,399932.826211198,5941121.80746186
3462,3462017,415631.332438214,5947036.39654559
3462,3462018,397916.393935383,5938232.78584058
3462,3462019,417817.763792399,5938069.32937916
4011,4011,485347.285315378,5885531.62942599
4012,4012,472592.201478603,5932218.79399446
5111,5111,347123.278439579,5678282.25140433
5112,5112,342558.909400592,5701143.65307967
5113,5113,362169.407807198,5699935.67592693
5114,5114,331441.410967505,5690997.11147058
5116,5116,319068.161397955,5671600.51571891
5117,5117,352467.752589126,5697973.26838893
5119,5119,350610.67763581,5709088.35027434
5120,5120,375875.140406348,5671641.33473882
5122,5122,364778.67617329,5669668.75491917
5124,5124,372210.732873114,5679292.28910179
5154,5154004,307262.17518713,5737842.68697567
5154,5154008,310487.918370343,5747956.34298376
5154,5154012,313424.426023485,5710926.15608812
5154,5154016,301224.332673924,5731089.41983212
5154,5154020,322011.602293759,5710989.19755604
5154,5154024,314426.042426258,5736677.29407336
5154,5154028,318566.572933363,5702800.98128879
5154,5154032,310785.423471487,5718044.42894448
